Strategy,M,N,K,Num_Tasks,Total_Time_ms,Total_Time_s,Avg_Lat_ms,Min_Lat_ms,Max_Lat_ms,Pkg_J,Pkg_Avg_W,Core_J,Core_Avg_W,NVGPU_J,NVGPU_Avg_W,Sched_Avg_Fetch_us,Sched_Avg_Logic_us,Sched_Avg_Disp_us,CUDA_Tasks,CUDA_Occupancy_%,CUDA_Tot_Idle_ms,CUDA_Tot_Work_ms,CUDA_Avg_Idle_us,CUDA_Avg_Work_us,CUDA_Tot_Time_ms,SYCL_Tasks,SYCL_Occupancy_%,SYCL_Tot_Idle_ms,SYCL_Tot_Work_ms,SYCL_Avg_Idle_us,SYCL_Avg_Work_us,SYCL_Tot_Time_ms,OPENVINO_Tasks,OPENVINO_Occupancy_%,OPENVINO_Tot_Idle_ms,OPENVINO_Tot_Work_ms,OPENVINO_Avg_Idle_us,OPENVINO_Avg_Work_us,OPENVINO_Tot_Time_ms,OPENBLAS_Tasks,OPENBLAS_Occupancy_%,OPENBLAS_Tot_Idle_ms,OPENBLAS_Tot_Work_ms,OPENBLAS_Avg_Idle_us,OPENBLAS_Avg_Work_us,OPENBLAS_Tot_Time_ms
STATIC_PARTITIONING,2048,2048,2048,10,132.391,0.132,76.784,35.617,132.391,4.178,31.558,2.719,20.538,7.409,55.963,1.240,1.950,0.335,8,84.812,20.407,113.956,2550.916,14244.470,134.363,1,51.047,17.433,18.179,17433.049,18178.839,35.612,1,61.301,17.209,27.260,17209.179,27259.752,44.469,0,0.000,0.000,0.000,0.000,0.000,0.000
STATIC_PARTITIONING,2048,2048,2048,20,221.995,0.222,110.772,18.297,221.995,9.482,42.714,6.937,31.248,32.016,144.219,0.439,1.616,0.355,15,93.392,15.205,214.897,1013.647,14326.452,230.101,2,59.436,18.239,26.724,9119.384,13362.209,44.963,2,76.873,14.004,46.548,7002.093,23274.116,60.552,1,94.977,9.388,177.501,9387.518,177501.288,186.889
STATIC_PARTITIONING,2048,2048,2048,30,318.971,0.319,146.158,21.941,318.968,14.634,45.879,12.185,38.200,40.191,126.002,0.536,1.806,0.668,22,95.964,13.203,313.958,600.136,14270.815,327.161,4,74.240,16.003,46.122,4000.803,11530.415,62.125,3,88.504,9.133,70.315,3044.387,23438.196,79.448,1,95.458,9.013,189.399,9012.649,189399.455,198.412
STATIC_PARTITIONING,2048,2048,2048,40,439.073,0.439,205.313,22.767,439.073,18.227,41.513,13.591,30.953,20.195,45.995,0.708,1.974,0.730,30,97.192,12.394,428.959,413.142,14298.619,441.353,4,78.205,12.101,43.420,3025.191,10855.100,55.521,4,85.700,14.774,88.536,3693.415,22133.921,103.309,2,98.711,5.069,388.174,2534.303,194086.799,393.242
STATIC_PARTITIONING,2048,2048,2048,50,1048.69,1.049,258.672,22.261,1048.688,46.919,44.741,41.514,39.586,130.589,124.526,0.891,1.867,0.873,37,97.562,13.248,530.173,358.049,14328.996,543.421,6,83.675,12.055,61.787,2009.128,10297.824,73.842,5,89.228,13.723,113.677,2744.619,22735.402,127.400,2,99.368,6.603,1038.026,3301.636,519013.203,1044.630
STATIC_PARTITIONING,2048,2048,2048,60,596.921,0.597,268.181,27.165,596.919,23.804,39.879,16.502,27.644,46.579,78.032,0.462,1.135,0.563,41,97.275,16.387,584.949,399.691,14267.053,601.336,10,85.086,17.366,99.073,1736.600,9907.344,116.439,7,95.220,11.971,238.474,1710.142,34067.661,250.445,2,97.300,8.654,311.920,4327.032,155959.814,320.574
STATIC_PARTITIONING,2048,2048,2048,70,655.88,0.656,274.879,24.935,655.879,26.474,40.364,17.712,27.005,57.567,87.771,0.505,1.058,0.634,45,97.733,15.052,648.943,334.495,14420.953,663.995,14,88.314,17.033,128.717,1216.610,9194.044,145.749,9,94.131,14.075,225.735,1563.902,25081.656,239.810,2,97.937,8.281,393.179,4140.657,196589.579,401.460
STATIC_PARTITIONING,2048,2048,2048,80,729.711,0.730,294.536,25.909,729.710,30.864,42.296,20.181,27.656,55.762,76.417,0.511,1.030,0.680,48,97.726,16.772,720.941,349.424,15019.595,737.713,18,89.736,18.115,158.368,1006.362,8798.196,176.482,11,94.487,15.061,258.131,1369.217,23466.443,273.192,3,98.137,10.064,530.115,3354.705,176705.106,540.179
STATIC_PARTITIONING,2048,2048,2048,90,799.635,0.800,324.573,30.436,799.634,32.927,41.178,20.997,26.259,75.599,94.542,0.581,1.316,0.827,52,96.928,24.814,782.942,477.189,15056.579,807.756,22,90.283,21.265,197.566,966.580,8980.268,218.831,13,94.783,18.006,327.108,1385.069,25162.135,345.114,3,97.580,16.208,653.557,5402.814,217852.250,669.765
STATIC_PARTITIONING,2048,2048,2048,100,830.256,0.830,337.329,31.462,830.254,35.812,43.134,24.164,29.105,84.620,101.920,0.628,0.994,0.881,56,97.581,20.132,811.946,359.499,14499.034,832.078,26,92.824,17.404,225.120,669.399,8658.449,242.524,15,96.396,13.010,348.007,867.301,23200.481,361.017,3,97.605,12.055,491.292,4018.423,163763.875,503.347
STATIC_PARTITIONING,2048,2048,2048,110,908.074,0.908,359.308,20.863,908.071,40.842,44.976,27.188,29.940,76.447,84.186,0.469,0.721,0.610,60,98.541,13.276,896.946,221.272,14949.093,910.222,30,95.556,12.106,260.311,403.531,8677.046,272.417,17,96.709,13.780,404.912,810.562,23818.333,418.691,3,99.245,6.501,854.315,2167.032,284771.565,860.816
STATIC_PARTITIONING,2048,2048,2048,120,954.361,0.954,377.745,22.537,954.359,39.679,41.576,24.184,25.341,69.067,72.370,0.525,0.945,0.572,64,98.712,12.315,943.968,192.426,14749.506,956.284,34,95.762,12.376,279.669,363.989,8225.550,292.044,19,97.743,12.764,552.725,671.809,29090.788,565.489,3,98.936,5.296,492.482,1765.453,164160.717,497.779
STATIC_PARTITIONING,2048,2048,2048,130,1581.81,1.582,404.182,18.104,1581.809,71.033,44.906,54.555,34.489,138.655,87.656,0.548,0.710,0.650,67,98.854,11.862,1022.937,177.041,15267.720,1034.799,38,97.246,9.498,335.359,249.941,8825.236,344.857,21,98.411,8.010,496.066,381.449,23622.210,504.077,4,99.478,8.270,1575.785,2067.481,393946.304,1584.055
STATIC_PARTITIONING,2048,2048,2048,140,1426.85,1.427,494.833,28.583,1426.846,56.344,39.488,35.810,25.097,64.209,45.001,0.547,0.719,0.708,71,97.915,29.830,1400.925,420.143,19731.331,1430.755,42,92.878,23.508,306.543,559.706,7298.647,330.051,23,96.228,21.981,560.756,955.695,24380.679,582.737,4,96.468,24.217,661.473,6054.196,165368.253,685.690
STATIC_PARTITIONING,2048,2048,2048,150,1111.99,1.112,439.801,25.389,1111.988,49.859,44.837,30.126,27.092,139.618,125.557,0.610,0.703,0.702,75,98.678,14.749,1100.924,196.658,14678.982,1115.673,46,95.872,16.782,389.729,364.815,8472.370,406.511,25,98.170,11.030,591.756,441.197,23670.259,602.786,4,98.744,8.299,652.520,2074.706,163129.896,660.818
STATIC_PARTITIONING,2048,2048,2048,160,1176.81,1.177,459.642,17.348,1176.802,56.305,47.845,37.843,32.157,182.454,155.042,0.486,0.588,0.601,79,98.680,15.681,1171.921,198.492,14834.446,1187.602,50,96.025,17.701,427.653,354.020,8553.064,445.354,27,98.992,10.345,1015.590,383.136,37614.450,1025.935,4,99.053,10.004,1046.033,2500.966,261508.264,1056.037
STATIC_PARTITIONING,2048,2048,2048,170,1225.15,1.225,490.405,20.982,1225.148,54.234,44.267,32.306,26.369,99.014,80.818,0.565,0.544,0.622,83,98.987,12.430,1214.934,149.753,14637.760,1227.364,54,97.299,12.198,439.398,225.893,8136.996,451.596,29,98.211,13.625,748.083,469.844,25795.955,761.708,4,99.190,5.144,630.109,1285.911,157527.309,635.253
STATIC_PARTITIONING,2048,2048,2048,180,1295.29,1.295,501.713,17.960,1295.282,60.688,46.853,41.288,31.876,166.360,128.435,0.540,0.592,0.632,86,98.803,15.606,1287.922,181.470,14975.839,1303.529,58,97.466,12.470,479.719,214.998,8271.010,492.188,31,98.364,12.028,723.070,387.991,23324.823,735.097,5,98.621,12.007,858.869,2401.378,171773.817,870.876
