Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
SYCL,1,2560,512,4096,5.07636,1.98057
SYCL,1,2560,1024,512,1.68772,1.41528
SYCL,1,2560,1024,1024,2.58842,1.26394
SYCL,1,2560,1024,1536,3.27398,1.52491
SYCL,1,2560,1024,2048,4.67373,2.21178
SYCL,1,2560,1024,2560,5.88244,2.76741
SYCL,1,2560,1024,3072,4.54441,3.22769
SYCL,1,2560,1024,3584,5.60596,3.33667
SYCL,1,2560,1024,4096,4.66297,3.37394
SYCL,1,2560,1536,512,1.54154,1.13042
SYCL,1,2560,1536,1024,2.46283,1.23716
SYCL,1,2560,1536,1536,3.12645,1.48192
SYCL,1,2560,1536,2048,4.73883,2.49671
SYCL,1,2560,1536,2560,5.84509,2.94911
SYCL,1,2560,1536,3072,5.06727,3.25573
SYCL,1,2560,1536,3584,6.64277,2.15821
SYCL,1,2560,1536,4096,6.82099,2.83603
SYCL,1,2560,2048,512,1.95325,1.4309
SYCL,1,2560,2048,1024,2.85735,1.46229
SYCL,1,2560,2048,1536,3.91513,1.73794
SYCL,1,2560,2048,2048,5.35022,2.13434
SYCL,1,2560,2048,2560,5.32469,2.56975
SYCL,1,2560,2048,3072,6.39538,1.44414
SYCL,1,2560,2048,3584,6.87036,2.38038
SYCL,1,2560,2048,4096,8.59627,1.244
SYCL,1,2560,2560,512,2.69043,1.84464
SYCL,1,2560,2560,1024,3.44199,1.24505
SYCL,1,2560,2560,1536,5.3472,0.997001
SYCL,1,2560,2560,2048,5.39977,1.4445
SYCL,1,2560,2560,2560,6.9081,2.1003
SYCL,1,2560,2560,3072,8.384,0.874638
SYCL,1,2560,2560,3584,9.30752,0.932052
SYCL,1,2560,2560,4096,8.79599,2.43822
SYCL,1,2560,3072,512,3.10701,1.88158
SYCL,1,2560,3072,1024,4.21087,0.96641
SYCL,1,2560,3072,1536,5.9321,2.00362
SYCL,1,2560,3072,2048,6.21021,0.960616
SYCL,1,2560,3072,2560,7.49457,1.59775
SYCL,1,2560,3072,3072,8.70965,0.212091
SYCL,1,2560,3072,3584,9.77362,1.85261
SYCL,1,2560,3072,4096,11.2504,3.66073
SYCL,1,2560,3584,512,3.64607,1.8296
SYCL,1,2560,3584,1024,5.27357,1.05539
SYCL,1,2560,3584,1536,5.80691,1.14585
SYCL,1,2560,3584,2048,7.56906,0.124433
SYCL,1,2560,3584,2560,8.20749,0.313362
SYCL,1,2560,3584,3072,10.5681,1.70108
SYCL,1,2560,3584,3584,10.7311,1.92514
SYCL,1,2560,3584,4096,13.3734,1.95141
SYCL,1,2560,4096,512,3.57518,2.20596
SYCL,1,2560,4096,1024,5.98485,1.86444
SYCL,1,2560,4096,1536,6.71617,2.79019
SYCL,1,2560,4096,2048,7.80423,0.435599
SYCL,1,2560,4096,2560,9.81268,2.57194
SYCL,1,2560,4096,3072,11.123,2.8591
SYCL,1,2560,4096,3584,13.1876,2.17432
SYCL,1,2560,4096,4096,12.7271,3.39121
SYCL,1,3072,512,512,1.20111,1.37971
SYCL,1,3072,512,1024,1.99765,1.64106
SYCL,1,3072,512,1536,2.40146,1.72816
SYCL,1,3072,512,2048,3.36272,2.88024
SYCL,1,3072,512,2560,4.25696,2.90847
SYCL,1,3072,512,3072,5.31632,3.86762
SYCL,1,3072,512,3584,6.43039,2.25888
SYCL,1,3072,512,4096,4.81477,1.27992
SYCL,1,3072,1024,512,1.54696,1.79328
SYCL,1,3072,1024,1024,2.27033,1.44768
SYCL,1,3072,1024,1536,3.10882,1.13433
SYCL,1,3072,1024,2048,3.82715,2.5438
SYCL,1,3072,1024,2560,5.01397,3.191
SYCL,1,3072,1024,3072,6.3613,3.35949
SYCL,1,3072,1024,3584,7.24716,-0.795136
SYCL,1,3072,1024,4096,6.55141,1.09966
SYCL,1,3072,1536,512,1.88718,2.51879
SYCL,1,3072,1536,1024,2.64166,1.03754
SYCL,1,3072,1536,1536,3.24773,1.67809
SYCL,1,3072,1536,2048,4.73688,2.80659
SYCL,1,3072,1536,2560,5.87792,2.68941
SYCL,1,3072,1536,3072,6.11599,2.81757
SYCL,1,3072,1536,3584,6.95724,3.16508
SYCL,1,3072,1536,4096,7.54807,2.065
SYCL,1,3072,2048,512,2.24512,1.82578
SYCL,1,3072,2048,1024,3.22239,1.19562
SYCL,1,3072,2048,1536,4.456,1.74027
SYCL,1,3072,2048,2048,5.51205,2.01323
SYCL,1,3072,2048,2560,6.34177,1.94539
SYCL,1,3072,2048,3072,6.68772,1.39342
SYCL,1,3072,2048,3584,8.53753,2.50681
