Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
SYCL,0,3072,3584,1024,9.02486,1.20669
SYCL,0,3072,3584,1536,13.2176,-0.92442
SYCL,0,3072,3584,2048,14.19,-1.55129
SYCL,0,3072,3584,2560,18.3,0.744524
SYCL,0,3072,3584,3072,20.5561,1.55531
SYCL,0,3072,3584,3584,23.8642,3.39932
SYCL,0,3072,3584,4096,27.5452,6.04801
SYCL,0,3072,4096,512,8.47413,1.65705
SYCL,0,3072,4096,1024,9.95109,3.29224
SYCL,0,3072,4096,1536,14.3277,-1.09433
SYCL,0,3072,4096,2048,15.9321,0.177199
SYCL,0,3072,4096,2560,20.4126,0.650267
SYCL,0,3072,4096,3072,23.9891,3.0938
SYCL,0,3072,4096,3584,27.8339,3.23185
SYCL,0,3072,4096,4096,31.9131,6.2288
SYCL,0,3584,512,512,2.3126,0.651073
SYCL,0,3584,512,1024,3.22292,1.18307
SYCL,0,3584,512,1536,6.02612,2.11563
SYCL,0,3584,512,2048,5.81791,2.24879
SYCL,0,3584,512,2560,9.01729,-0.233088
SYCL,0,3584,512,3072,7.02261,3.25159
SYCL,0,3584,512,3584,9.70724,0.673039
SYCL,0,3584,512,4096,8.26931,2.99088
SYCL,0,3584,1024,512,2.9871,0.824634
SYCL,0,3584,1024,1024,4.99244,1.68213
SYCL,0,3584,1024,1536,7.26951,2.71249
SYCL,0,3584,1024,2048,8.69362,2.72748
SYCL,0,3584,1024,2560,9.43167,2.68675
SYCL,0,3584,1024,3072,11.4557,0.010294
SYCL,0,3584,1024,3584,13.1591,2.6753
SYCL,0,3584,1024,4096,15.1604,1.71615
SYCL,0,3584,1536,512,4.62726,0.909871
SYCL,0,3584,1536,1024,6.54674,2.56574
SYCL,0,3584,1536,1536,9.34342,0.374905
SYCL,0,3584,1536,2048,10.0512,2.44228
SYCL,0,3584,1536,2560,12.4179,-0.718353
SYCL,0,3584,1536,3072,14.2283,0.931162
SYCL,0,3584,1536,3584,16.2265,2.16849
SYCL,0,3584,1536,4096,18.1847,2.29161
