Strategy,M,N,K,Num_Tasks,Total_Time_ms,Total_Time_s,Avg_Lat_ms,Min_Lat_ms,Max_Lat_ms,Pkg_J,Pkg_Avg_W,Core_J,Core_Avg_W,NVGPU_J,NVGPU_Avg_W,Sched_Avg_Fetch_us,Sched_Avg_Logic_us,Sched_Avg_Disp_us,CUDA_Tasks,CUDA_Occupancy_%,CUDA_Tot_Idle_ms,CUDA_Tot_Work_ms,CUDA_Avg_Idle_us,CUDA_Avg_Work_us,CUDA_Tot_Time_ms,SYCL_Tasks,SYCL_Occupancy_%,SYCL_Tot_Idle_ms,SYCL_Tot_Work_ms,SYCL_Avg_Idle_us,SYCL_Avg_Work_us,SYCL_Tot_Time_ms,OPENVINO_Tasks,OPENVINO_Occupancy_%,OPENVINO_Tot_Idle_ms,OPENVINO_Tot_Work_ms,OPENVINO_Avg_Idle_us,OPENVINO_Avg_Work_us,OPENVINO_Tot_Time_ms,OPENBLAS_Tasks,OPENBLAS_Occupancy_%,OPENBLAS_Tot_Idle_ms,OPENBLAS_Tot_Work_ms,OPENBLAS_Avg_Idle_us,OPENBLAS_Avg_Work_us,OPENBLAS_Tot_Time_ms
DYNAMIC,2048,2048,2048,10,602.055,0.602,185.138,79.424,602.055,17.460,29.001,13.329,22.140,20.745,34.457,0.227,0.475,0.110,4,86.440,82.199,523.980,20549.837,130994.910,606.179,1,65.645,55.005,105.104,55004.882,105103.777,160.109,3,61.343,67.185,106.612,22394.859,35537.447,173.797,2,76.576,49.723,162.550,24861.406,81275.204,212.273
DYNAMIC,2048,2048,2048,20,213.177,0.213,104.771,27.112,213.177,7.950,37.292,4.864,22.816,27.767,130.253,0.198,0.306,0.140,8,72.417,43.244,113.535,5405.441,14191.833,156.778,6,85.448,22.294,130.908,3715.620,21818.022,153.202,5,92.611,12.606,158.008,2521.217,31601.558,170.614,1,94.247,12.146,198.989,12145.680,198988.760,211.134
DYNAMIC,2048,2048,2048,30,231.354,0.231,128.465,27.057,231.353,8.958,38.721,6.341,27.409,26.029,112.507,0.200,0.339,0.154,11,75.022,52.718,158.336,4792.530,14394.221,211.054,10,89.400,22.182,187.085,2218.223,18708.521,209.267,8,93.797,14.351,216.998,1793.901,27124.689,231.349,1,93.928,13.449,208.032,13449.141,208032.457,221.482
DYNAMIC,2048,2048,2048,40,809.367,0.809,180.133,33.095,809.367,35.296,43.610,28.803,35.588,73.744,91.113,0.194,0.424,0.226,15,74.931,72.561,216.887,4837.404,14459.148,289.448,14,86.630,37.695,244.237,2692.491,17445.521,281.932,9,92.288,21.856,261.551,2428.451,29061.227,283.407,2,97.961,16.462,790.853,8230.901,395426.444,807.315
DYNAMIC,2048,2048,2048,50,378.51,0.379,201.814,25.138,378.510,17.177,45.381,12.761,33.714,41.798,110.428,0.154,0.387,0.221,18,75.865,85.294,268.109,4738.538,14894.921,353.402,19,90.730,33.600,328.872,1768.417,17309.070,362.472,11,93.102,24.978,337.117,2270.716,30646.978,362.095,2,96.627,12.730,364.724,6364.999,182361.887,377.454
DYNAMIC,2048,2048,2048,60,804.129,0.804,233.490,26.883,804.128,35.385,44.004,26.211,32.595,78.169,97.210,0.162,50.319,0.142,21,76.873,93.326,310.211,4444.118,14771.931,403.537,22,92.194,31.197,368.452,1418.050,16747.797,399.649,14,94.235,23.699,387.354,1692.764,27668.142,411.053,3,98.017,15.906,786.233,5301.981,262077.504,802.138
DYNAMIC,2048,2048,2048,70,878.977,0.879,265.340,26.095,878.976,40.443,46.011,30.072,34.212,97.957,111.444,0.211,43.361,0.184,25,77.146,108.222,365.315,4328.890,14612.617,473.538,26,90.848,42.383,420.739,1630.106,16182.254,463.121,16,92.321,36.164,434.780,2260.279,27173.766,470.945,3,98.237,15.465,861.493,5154.903,287164.263,876.957
DYNAMIC,2048,2048,2048,80,576.049,0.576,290.159,25.069,576.048,27.761,48.192,16.462,28.578,60.515,105.052,0.194,0.306,0.164,28,77.125,121.982,411.283,4356.488,14688.675,533.265,30,91.067,47.366,482.886,1578.866,16096.184,530.251,19,96.192,21.569,544.827,1135.191,28675.108,566.396,3,98.235,10.133,563.970,3377.574,187990.031,574.103
DYNAMIC,2048,2048,2048,90,790.312,0.790,320.892,34.214,790.310,39.413,49.870,26.404,33.410,112.185,141.950,0.182,0.329,0.173,30,76.222,136.091,436.242,4536.382,14541.403,572.334,35,91.548,49.316,534.196,1409.039,15262.740,583.512,21,94.623,31.523,554.780,1501.117,26418.083,586.303,4,97.708,18.065,770.180,4516.156,192544.927,788.244
DYNAMIC,2048,2048,2048,100,647.361,0.647,347.724,33.866,647.359,33.459,51.686,19.699,30.430,65.476,101.143,0.200,30.369,0.175,34,76.000,154.057,487.856,4531.094,14348.701,641.913,37,89.244,68.805,570.881,1859.608,15429.208,639.686,25,94.990,32.647,618.995,1305.898,24759.783,651.642,4,96.091,25.269,621.181,6317.140,155295.324,646.450
