Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
OPENBLAS,0,4096,2560,3072,741.806,-45.3181
OPENBLAS,0,4096,2560,3584,866.279,-13.3631
OPENBLAS,0,4096,2560,4096,992.992,-8.24239
OPENBLAS,0,4096,3072,512,150.333,0.762949
OPENBLAS,0,4096,3072,1024,288.607,-1.39927
OPENBLAS,0,4096,3072,1536,448.241,4.8038
OPENBLAS,0,4096,3072,2048,573.775,-4.85235
OPENBLAS,0,4096,3072,2560,730.573,-43.197
OPENBLAS,0,4096,3072,3072,872.979,1.13295
OPENBLAS,0,4096,3072,3584,886.143,-21.4984
OPENBLAS,0,4096,3072,4096,1153.62,-7.22033
OPENBLAS,0,4096,3584,512,175.057,-0.221901
OPENBLAS,0,4096,3584,1024,348.593,-1.7861
OPENBLAS,0,4096,3584,1536,462.683,35.9448
OPENBLAS,0,4096,3584,2048,589.213,46.7667
OPENBLAS,0,4096,3584,2560,857.279,0.567693
OPENBLAS,0,4096,3584,3072,1004.19,-13.0985
OPENBLAS,0,4096,3584,3584,1253.22,-272.04
OPENBLAS,0,4096,3584,4096,1451.29,-14.6943
OPENBLAS,0,4096,4096,512,180.345,8.15033
OPENBLAS,0,4096,4096,1024,382.048,-1.73323
OPENBLAS,0,4096,4096,1536,628.039,-10.3246
OPENBLAS,0,4096,4096,2048,790.593,4.03663
OPENBLAS,0,4096,4096,2560,992.391,-10.4148
OPENBLAS,0,4096,4096,3072,1174.03,-4.78523
OPENBLAS,0,4096,4096,3584,1218.21,110.293
OPENBLAS,0,4096,4096,4096,1431.12,18.4536
