Accelerator,DataType,M,N,K,Avg_Time_ms,Jit_Time_ms
OPENVINO,0,2048,2560,1536,17.8858,54.7869
OPENVINO,0,2048,2560,2048,23.7211,272.432
OPENVINO,0,2048,2560,2560,28.114,71.8016
OPENVINO,0,2048,2560,3072,32.4659,76.5229
OPENVINO,0,2048,2560,3584,37.9877,88.5712
OPENVINO,0,2048,2560,4096,44.759,93.7522
OPENVINO,0,2048,3072,512,9.04566,45.7733
OPENVINO,0,2048,3072,1024,15.1963,50.4819
OPENVINO,0,2048,3072,1536,23.3227,61.745
OPENVINO,0,2048,3072,2048,26.5456,65.3009
OPENVINO,0,2048,3072,2560,32.8237,76.3608
OPENVINO,0,2048,3072,3072,38.6794,86.8154
OPENVINO,0,2048,3072,3584,44.1563,93.7431
OPENVINO,0,2048,3072,4096,51.6224,116.958
OPENVINO,0,2048,3584,512,10.5666,49.2961
OPENVINO,0,2048,3584,1024,16.8394,58.3371
OPENVINO,0,2048,3584,1536,23.4147,67.9768
OPENVINO,0,2048,3584,2048,39.3879,74.3208
OPENVINO,0,2048,3584,2560,39.1488,84.546
OPENVINO,0,2048,3584,3072,47.0434,102.94
OPENVINO,0,2048,3584,3584,50.6653,407.904
OPENVINO,0,2048,3584,4096,60.385,117.67
OPENVINO,0,2048,4096,512,11.5413,53.01
OPENVINO,0,2048,4096,1024,18.9701,61.7582
OPENVINO,0,2048,4096,1536,30.6406,67.8831
OPENVINO,0,2048,4096,2048,36.384,78.0521
OPENVINO,0,2048,4096,2560,50.205,95.5263
OPENVINO,0,2048,4096,3072,54.1962,109.878
OPENVINO,0,2048,4096,3584,59.6903,116.526
OPENVINO,0,2048,4096,4096,66.7379,128.692
OPENVINO,0,2560,512,512,3.08923,28.5846
OPENVINO,0,2560,512,1024,4.85978,25.2553
OPENVINO,0,2560,512,1536,7.40374,37.1552
OPENVINO,0,2560,512,2048,9.88599,43.6914
OPENVINO,0,2560,512,2560,11.0029,50.0279
OPENVINO,0,2560,512,3072,12.9424,53.6742
OPENVINO,0,2560,512,3584,14.4839,59.5538
OPENVINO,0,2560,512,4096,14.1926,61.0875
OPENVINO,0,2560,1024,512,4.7221,33.1799
OPENVINO,0,2560,1024,1024,10.4595,315.321
OPENVINO,0,2560,1024,1536,13.8367,45.6096
OPENVINO,0,2560,1024,2048,13.9663,53.5398
OPENVINO,0,2560,1024,2560,14.3959,52.189
OPENVINO,0,2560,1024,3072,18.541,62.8658
OPENVINO,0,2560,1024,3584,17.5365,65.2301
OPENVINO,0,2560,1024,4096,21.3033,75.9344
OPENVINO,0,2560,1536,512,5.99242,36.5735
OPENVINO,0,2560,1536,1024,10.8157,43.6636
OPENVINO,0,2560,1536,1536,13.8743,48.0224
OPENVINO,0,2560,1536,2048,15.6576,57.1848
OPENVINO,0,2560,1536,2560,18.9299,60.9011
OPENVINO,0,2560,1536,3072,22.4668,65.5663
OPENVINO,0,2560,1536,3584,32.1397,72.3083
OPENVINO,0,2560,1536,4096,37.3094,83.1659
OPENVINO,0,2560,2048,512,8.47043,39.4117
OPENVINO,0,2560,2048,1024,12.3972,50.4024
OPENVINO,0,2560,2048,1536,16.8219,58.3777
OPENVINO,0,2560,2048,2048,20.1611,63.8368
OPENVINO,0,2560,2048,2560,29.5494,290.908
OPENVINO,0,2560,2048,3072,30.171,75.6082
OPENVINO,0,2560,2048,3584,34.6545,87.1662
OPENVINO,0,2560,2048,4096,40.3662,94.6348
OPENVINO,0,2560,2560,512,10.1322,45.1409
OPENVINO,0,2560,2560,1024,14.3634,53.9869
OPENVINO,0,2560,2560,1536,20.3748,60.7267
OPENVINO,0,2560,2560,2048,26.9645,65.3251
OPENVINO,0,2560,2560,2560,31.9327,73.8877
OPENVINO,0,2560,2560,3072,37.5399,83.1915
OPENVINO,0,2560,2560,3584,42.9998,91.1084
OPENVINO,0,2560,2560,4096,46.1514,98.0021
OPENVINO,0,2560,3072,512,11.5779,48.8006
OPENVINO,0,2560,3072,1024,16.3969,51.9536
OPENVINO,0,2560,3072,1536,24.2053,60.3553
OPENVINO,0,2560,3072,2048,27.5454,68.8622
OPENVINO,0,2560,3072,2560,34.0254,80.0196
OPENVINO,0,2560,3072,3072,41.2888,89.5375
OPENVINO,0,2560,3072,3584,46.4964,102.171
OPENVINO,0,2560,3072,4096,54.51,428.984
OPENVINO,0,2560,3584,512,13.2491,53.1383
OPENVINO,0,2560,3584,1024,21.1441,60.1974
OPENVINO,0,2560,3584,1536,27.6503,68.5098
OPENVINO,0,2560,3584,2048,46.5752,86.5368
OPENVINO,0,2560,3584,2560,43.8277,92.6823
OPENVINO,0,2560,3584,3072,53.9457,100.737
OPENVINO,0,2560,3584,3584,58.5774,115.266
OPENVINO,0,2560,3584,4096,70.0449,125.123
OPENVINO,0,2560,4096,512,16.2451,57.5167
OPENVINO,0,2560,4096,1024,22.2098,65.9179
OPENVINO,0,2560,4096,1536,35.1356,77.9558
OPENVINO,0,2560,4096,2048,41.7191,84.6526
OPENVINO,0,2560,4096,2560,57.5683,106.365
OPENVINO,0,2560,4096,3072,61.6718,110.483
OPENVINO,0,2560,4096,3584,68.7908,130.324
OPENVINO,0,2560,4096,4096,74.8127,145.68
OPENVINO,0,3072,512,512,3.41533,21.9697
OPENVINO,0,3072,512,1024,5.66002,35.579
OPENVINO,0,3072,512,1536,10.2511,387.414
OPENVINO,0,3072,512,2048,11.7012,46.238
OPENVINO,0,3072,512,2560,12.5644,52.1921
OPENVINO,0,3072,512,3072,12.8814,56.4538
OPENVINO,0,3072,512,3584,15.9961,60.8327
OPENVINO,0,3072,512,4096,16.5608,68.2037
